,Average Loss,Average Trade,Average Win,Avg Days in Trade,Best Trade,Max Drawdown,Max Drawdown Duration,Sharpe Ratio,Total Returns,Trade Winning,Trades,Worst Trade,Worst Trade Date,m,n,window
317,-15.85%,4.56%,16.22%,6 days 14:00:00.000000000,34.40%,54.71903376962132,2017,2.930867507609696,4.170464500000003,64%,11,-21.34%,6 days 05:00:00.000000000,96,252,60
324,-13.30%,3.00%,11.14%,3 days 14:00:00.000000000,34.62%,72.84330321288459,2276,3.0266445545859977,4.111851470000005,67%,21,-21.77%,4 days 10:00:00.000000000,60,5,96
101,-5.85%,1.60%,8.54%,2 days 15:06:12.000000000,23.42%,56.29079081055002,1686,2.7356802481580353,4.033808540000002,52%,29,-23.77%,3 days 16:00:00.000000000,96,60,12
97,-3.63%,0.96%,4.95%,1 days 02:44:23.000000000,26.17%,60.89721474498862,2378,2.8327748082248885,4.015891159999997,53%,73,-12.26%,1 days 04:00:00.000000000,12,60,12
217,-6.32%,1.56%,9.01%,2 days 06:25:43.000000000,23.92%,65.20761248069046,2276,2.6814841760111374,4.007052749999997,51%,35,-29.63%,4 days 03:00:00.000000000,12,45,45
163,-6.51%,1.63%,7.86%,2 days 14:04:00.000000000,22.82%,65.14586991392181,2276,2.795818464463084,4.0050108499999935,57%,30,-31.23%,4 days 01:00:00.000000000,45,60,26
380,-18.51%,4.49%,14.35%,7 days 07:00:00.000000000,39.91%,59.85900103478469,2017,2.8191063548501347,3.9970210100000028,70%,10,-20.43%,5 days 15:00:00.000000000,60,252,96
170,-5.20%,2.26%,10.26%,2 days 15:06:12.000000000,21.75%,79.5377121654507,2735,2.8166266872999848,3.918141300000011,48%,29,-20.47%,1 days 01:00:00.000000000,26,96,26
254,-9.14%,4.96%,21.87%,6 days 13:16:22.000000000,32.27%,52.012224371845406,1057,2.785192856447406,3.905173610000001,45%,11,-20.64%,5 days 23:00:00.000000000,120,252,45
95,-4.17%,2.32%,10.30%,2 days 14:53:48.000000000,22.49%,62.23751738477639,2735,2.8823591218016373,3.899555479999999,45%,29,-19.33%,1 days 18:00:00.000000000,252,45,12
195,-5.80%,1.95%,8.84%,2 days 07:52:56.000000000,32.57%,80.32021061120544,2735,2.664338731143494,3.8960739999999934,53%,34,-25.59%,3 days 21:00:00.000000000,45,5,45
323,-9.37%,2.39%,9.75%,2 days 20:27:42.000000000,34.50%,77.82507824804993,2276,2.8995290926558033,3.858882129999996,62%,26,-18.87%,1 days 14:00:00.000000000,45,5,96
344,-9.28%,2.57%,10.76%,3 days 10:54:33.000000000,41.56%,82.29655706150572,2276,2.8186097831030756,3.8440238300000003,59%,22,-22.51%,1 days 22:00:00.000000000,5,45,96
304,-9.47%,3.33%,10.81%,4 days 01:00:00.000000000,32.89%,94.50064599055929,2276,2.7296640083806007,3.8281145899999993,63%,19,-21.26%,4 days 23:00:00.000000000,5,120,60
201,-4.90%,1.19%,6.87%,1 days 08:49:39.000000000,24.66%,77.85999138912759,2509,2.630084886810856,3.8137936299999904,52%,58,-26.93%,1 days 03:00:00.000000000,12,12,45
226,-8.37%,1.99%,7.48%,2 days 23:39:14.000000000,21.32%,83.22037138953631,2017,2.6549774841304443,3.8000687599999994,65%,26,-14.32%,4 days 05:00:00.000000000,26,60,45
284,-8.94%,3.52%,13.48%,4 days 05:20:00.000000000,20.67%,96.68452276701555,2017,2.7187808178248942,3.7997951199999944,56%,18,-19.34%,4 days 00:00:00.000000000,60,45,60
157,-7.23%,1.81%,8.03%,2 days 17:20:00.000000000,25.38%,71.05489382130861,1686,2.719578876781129,3.7885810300000013,59%,27,-30.72%,3 days 09:00:00.000000000,96,45,26
289,-6.71%,2.54%,10.47%,2 days 21:50:46.000000000,22.18%,107.29836727141553,2039,2.5853142376366773,3.786963840000003,54%,26,-18.44%,3 days 17:00:00.000000000,12,60,60
21,-3.67%,1.09%,7.72%,1 days 03:02:41.000000000,25.02%,55.21357599982816,2039,2.592665332745323,3.671875430000009,42%,67,-18.22%,0 days 07:00:00.000000000,96,26,5
123,-5.19%,1.71%,7.63%,2 days 00:01:32.000000000,42.92%,70.25633983068221,2509,2.737015396607478,3.6655046499999946,54%,39,-13.92%,1 days 12:00:00.000000000,45,252,12
29,-4.31%,1.28%,6.86%,1 days 17:49:05.000000000,24.20%,64.7335313988575,1686,2.5804013959183436,3.6479921499999994,50%,44,-14.63%,0 days 07:00:00.000000000,96,45,5
337,-6.34%,2.03%,9.29%,2 days 15:21:26.000000000,33.34%,80.42100457281022,2276,2.788772792425049,3.6461834600000076,54%,28,-20.67%,4 days 06:00:00.000000000,12,26,96
130,-5.06%,1.40%,9.16%,1 days 10:24:00.000000000,30.84%,71.54824132969908,2513,2.705940263444383,3.6318336900000032,45%,55,-16.87%,0 days 20:00:00.000000000,26,5,26
339,-13.65%,2.46%,9.89%,4 days 00:06:19.000000000,39.05%,84.31382010400995,2276,2.538844137471934,3.5392560299999927,68%,19,-23.23%,1 days 23:00:00.000000000,45,26,96
179,-5.84%,2.25%,13.03%,3 days 12:25:43.000000000,23.30%,79.6841159265183,2017,2.682634577886408,3.5060097700000066,43%,21,-20.99%,1 days 08:00:00.000000000,45,120,26
227,-5.89%,2.33%,9.29%,3 days 04:45:00.000000000,23.13%,85.04017884600702,2009,2.621899950327915,3.5002763699999973,54%,24,-14.94%,3 days 23:00:00.000000000,45,60,45
51,-4.42%,1.12%,8.65%,1 days 07:13:13.000000000,29.70%,87.20589913004804,2735,2.565328640118803,3.4499471799999943,42%,59,-20.00%,2 days 00:00:00.000000000,45,120,5
296,-9.88%,2.99%,10.51%,4 days 02:22:06.000000000,37.20%,96.6825931772417,2276,2.593297531847108,3.443975159999998,63%,19,-25.95%,3 days 16:00:00.000000000,5,96,60
384,-3.60%,0.59%,3.97%,0 days 13:23:05.000000000,36.37%,92.64217518714824,2509,2.5517667994053737,3.3525958200000154,55%,130,-17.19%,3 days 08:00:00.000000000,5,5,120
65,-3.41%,0.68%,4.03%,0 days 16:04:00.000000000,29.12%,122.02521606696162,2658,1.2396847476474413,3.3214294300000198,55%,120,-11.66%,0 days 12:00:00.000000000,12,5,12
382,-14.42%,5.04%,24.50%,9 days 03:22:30.000000000,41.03%,65.21941499140675,2017,2.568665045976411,3.260944740000003,50%,8,-22.13%,9 days 23:00:00.000000000,120,252,96
378,-12.10%,3.06%,13.90%,6 days 00:15:00.000000000,25.81%,57.61427221989669,2017,2.5360025480899164,3.2319128399999997,58%,12,-22.48%,5 days 17:00:00.000000000,26,252,96
14,-3.42%,0.63%,5.89%,0 days 18:37:35.000000000,26.08%,91.26472810478595,2039,2.4198492627021833,3.218499219999998,43%,99,-12.21%,0 days 06:00:00.000000000,120,12,5
305,-8.21%,3.87%,13.27%,4 days 18:52:30.000000000,31.31%,100.4314214139909,2276,2.56695610200367,3.217193990000002,56%,16,-22.56%,4 days 22:00:00.000000000,12,120,60
88,-4.45%,0.91%,6.26%,0 days 23:19:45.000000000,35.35%,75.10395970855326,2507,2.518283689653792,3.2129768800000056,50%,82,-20.65%,1 days 01:00:00.000000000,5,45,12
277,-10.14%,3.18%,11.65%,4 days 04:16:40.000000000,19.25%,98.18765486841747,2017,2.558428418490549,3.1719655100000006,61%,18,-21.06%,3 days 15:00:00.000000000,96,26,60
210,-6.17%,1.45%,11.25%,2 days 11:58:08.000000000,24.41%,64.57577132567121,2276,2.482778518588672,3.1692673700000062,44%,32,-28.61%,4 days 07:00:00.000000000,26,26,45
338,-10.13%,1.91%,9.14%,3 days 02:15:00.000000000,39.79%,78.77924128728185,2276,2.5848188434202957,3.1641042000000015,62%,24,-21.22%,1 days 18:00:00.000000000,26,26,96
283,-8.62%,3.34%,14.11%,4 days 00:06:19.000000000,24.32%,107.79230497511003,2039,2.4013995598084845,3.15630141,53%,19,-15.87%,4 days 00:00:00.000000000,45,45,60
180,-9.30%,3.09%,9.84%,4 days 07:56:28.000000000,20.99%,89.88712362815203,2017,2.571917771235195,3.1424530999999947,65%,17,-30.58%,4 days 01:00:00.000000000,60,120,26
441,-13.23%,2.74%,18.71%,7 days 12:18:00.000000000,34.14%,75.22488059187314,2017,2.347613370081584,3.1220819899999936,50%,10,-23.86%,11 days 06:00:00.000000000,12,252,120
499,-10.17%,4.79%,16.76%,6 days 13:06:40.000000000,32.26%,143.27146266258248,2017,0.0013305048730898326,3.092152490000002,56%,9,-19.00%,9 days 03:00:00.000000000,45,120,252
379,-20.47%,3.28%,13.46%,7 days 07:06:00.000000000,36.01%,64.30643248530603,2017,2.4740408451796543,3.082639190000002,70%,10,-24.06%,5 days 18:00:00.000000000,45,252,96
102,-6.34%,1.71%,9.76%,2 days 20:57:42.000000000,21.43%,67.83255759201914,2735,2.5540996570310592,3.008391259999998,50%,26,-31.55%,3 days 07:00:00.000000000,120,60,12
207,-7.03%,2.71%,10.67%,3 days 18:21:00.000000000,31.96%,81.1813512782519,2735,2.485561191614549,3.00063601,55%,20,-15.21%,2 days 11:00:00.000000000,252,12,45
155,-6.87%,1.66%,9.65%,2 days 12:13:33.000000000,27.63%,67.0918018914898,2735,2.451216279008116,2.975115569999998,52%,31,-23.04%,4 days 05:00:00.000000000,45,45,26
19,-4.05%,0.94%,6.71%,1 days 02:33:55.000000000,27.80%,65.89577163237826,2509,2.423067470209485,2.9553974700000007,46%,69,-14.80%,0 days 12:00:00.000000000,45,26,5
451,-5.64%,1.56%,8.29%,2 days 10:00:00.000000000,24.61%,71.74771772660466,2017,2.278237987141559,2.9533367299999984,52%,29,-19.01%,4 days 16:00:00.000000000,45,5,252
301,-8.15%,4.32%,15.23%,5 days 04:44:00.000000000,34.50%,94.72171895835857,2509,2.5380488506405796,2.93343916,53%,15,-13.50%,3 days 13:00:00.000000000,96,96,60
242,-12.59%,3.46%,10.76%,4 days 14:03:45.000000000,26.47%,92.70548482927761,2276,2.5365505536796205,2.9262750000000035,69%,16,-23.48%,4 days 10:00:00.000000000,26,120,45
35,-3.69%,0.90%,5.94%,1 days 05:36:11.000000000,24.00%,67.93502123602954,2106,2.5675677565122514,2.911731990000006,48%,63,-15.97%,2 days 02:00:00.000000000,45,60,5
136,-4.00%,0.92%,6.80%,0 days 23:54:41.000000000,36.78%,105.5979919788661,2522,1.715840080313931,2.905609909999998,46%,79,-14.16%,0 days 20:00:00.000000000,5,12,26
105,-3.54%,0.96%,6.91%,1 days 03:41:32.000000000,20.15%,72.17455931687734,2509,2.4508249454878945,2.8909245400000025,43%,65,-16.55%,0 days 10:00:00.000000000,12,96,12
203,-6.44%,1.70%,9.32%,2 days 13:23:14.000000000,29.53%,77.21806693850787,2276,2.439488332022806,2.871776500000006,52%,31,-25.63%,3 days 23:00:00.000000000,45,12,45
63,-4.36%,2.22%,12.46%,3 days 00:36:31.000000000,49.01%,62.88809370164089,2039,2.528304626967156,2.8532659400000018,39%,23,-12.07%,0 days 05:00:00.000000000,252,252,5
347,-11.76%,3.33%,12.39%,4 days 19:48:45.000000000,29.17%,97.34538956133655,2276,2.419487200876507,2.850521210000005,62%,16,-20.41%,2 days 14:00:00.000000000,45,45,96
216,-5.60%,1.26%,7.46%,1 days 23:57:00.000000000,23.57%,87.03064855069704,2276,2.4806216382925066,2.8167573399999855,52%,40,-31.05%,4 days 04:00:00.000000000,5,45,45
58,-3.85%,0.71%,4.84%,0 days 22:48:00.000000000,17.92%,80.36422973050861,2362,2.4136457732081915,2.783196899999983,52%,80,-11.24%,0 days 07:00:00.000000000,26,252,5
156,-6.15%,1.38%,8.92%,2 days 14:42:00.000000000,24.61%,82.63867937422917,2276,2.400841747967584,2.754178640000002,50%,30,-24.30%,4 days 01:00:00.000000000,60,45,26
328,-5.80%,1.13%,6.90%,1 days 07:50:11.000000000,31.41%,85.42974850364831,2509,2.4189522934814014,2.7370801499999895,55%,55,-19.56%,1 days 05:00:00.000000000,5,12,96
394,-5.32%,2.01%,12.48%,2 days 05:00:00.000000000,40.69%,89.09468856936994,2509,2.315389297447192,2.6698932700000086,41%,34,-21.95%,3 days 14:00:00.000000000,26,12,120
220,-8.53%,2.15%,7.17%,3 days 01:28:48.000000000,20.26%,111.21351714264662,2017,2.2787856223215672,2.65186393,68%,25,-13.05%,1 days 21:00:00.000000000,60,45,45
54,-8.25%,2.67%,10.86%,2 days 21:30:00.000000000,48.20%,97.27266081833112,2735,2.483986468344677,2.6377768000000077,57%,28,-30.08%,1 days 22:00:00.000000000,120,120,5
290,-8.44%,2.93%,14.31%,3 days 19:27:00.000000000,23.78%,116.54502415291816,2039,0.7652530172573367,2.581862589999996,50%,20,-15.11%,3 days 17:00:00.000000000,26,60,60
255,-14.54%,4.95%,24.44%,9 days 20:22:30.000000000,44.34%,67.27316249127787,2017,2.4356512919257542,2.5790257899999993,50%,8,-22.71%,9 days 17:00:00.000000000,252,252,45
496,-9.23%,3.26%,12.63%,4 days 04:21:26.000000000,35.31%,143.1940090898931,2017,0.7216257271585061,2.573036939999998,57%,14,-18.96%,6 days 07:00:00.000000000,5,120,252
355,-8.26%,4.12%,14.95%,5 days 04:00:00.000000000,54.00%,95.80264842883103,2735,2.334732103440592,2.5261543700000004,53%,15,-15.94%,5 days 03:00:00.000000000,45,60,96
297,-16.71%,2.86%,9.39%,4 days 21:11:15.000000000,24.04%,99.4313375753228,2276,2.390715366322993,2.519474330000001,75%,16,-27.86%,3 days 17:00:00.000000000,12,96,60
162,-7.61%,1.56%,9.66%,2 days 10:07:30.000000000,27.43%,65.66587805697488,1686,2.334077199938819,2.5145165900000115,53%,32,-27.02%,4 days 02:00:00.000000000,26,60,26
219,-6.30%,1.52%,8.22%,3 days 00:20:46.000000000,17.38%,95.67675061175593,2106,2.370115092797485,2.498528939999995,54%,26,-17.76%,3 days 22:00:00.000000000,45,45,45
178,-6.24%,1.51%,9.81%,2 days 12:37:14.000000000,32.29%,75.58124204428134,2509,2.3893546192760673,2.4925271699999936,48%,29,-23.05%,1 days 06:00:00.000000000,26,120,26
442,-13.95%,2.90%,23.96%,8 days 07:53:20.000000000,30.19%,76.92493166939417,2017,2.2536762972880693,2.4914700100000005,44%,9,-25.23%,11 days 03:00:00.000000000,26,252,120
387,-6.46%,2.01%,11.09%,2 days 15:20:41.000000000,39.89%,80.30857857807683,2509,2.3204182001545695,2.4857492400000116,48%,29,-22.63%,4 days 00:00:00.000000000,45,5,120
187,-5.53%,1.91%,13.82%,3 days 00:39:14.000000000,33.98%,75.93988184081756,2735,2.2830893327936765,2.424346799999997,38%,26,-14.29%,0 days 13:00:00.000000000,45,252,26
196,-4.53%,1.30%,7.81%,2 days 04:43:20.000000000,23.71%,83.67655679085041,2735,2.3375455421189257,2.3392115100000135,47%,36,-18.45%,3 days 20:00:00.000000000,60,5,45
151,-6.61%,1.69%,9.40%,2 days 17:37:47.000000000,19.08%,72.35726373421552,2735,2.2569603474022815,2.2713039000000035,52%,27,-20.87%,1 days 13:00:00.000000000,252,26,26
38,-5.50%,0.89%,7.29%,2 days 02:05:00.000000000,21.28%,75.49337721188148,2039,2.1345756842810912,2.2521883599999954,50%,36,-22.32%,2 days 15:00:00.000000000,120,60,5
55,-6.20%,2.67%,14.49%,2 days 18:40:43.000000000,44.37%,83.60696405978838,2644,2.29367825064055,2.2505697600000003,43%,28,-14.79%,1 days 08:00:00.000000000,252,120,5
333,-10.39%,3.53%,14.36%,4 days 16:56:15.000000000,45.17%,96.557755168391,2509,2.1300854137565475,2.2317988400000055,56%,16,-15.00%,3 days 03:00:00.000000000,96,12,96
443,-16.86%,1.85%,16.81%,8 days 06:40:00.000000000,28.73%,78.62693803864336,2017,2.1491226817426594,2.2232929899999987,56%,9,-24.69%,4 days 09:00:00.000000000,45,252,120
307,-9.12%,3.83%,15.16%,5 days 03:00:00.000000000,36.66%,105.42326875813137,2735,2.298460593191315,2.182491929999994,53%,15,-17.44%,4 days 11:00:00.000000000,45,120,60
245,-8.79%,4.22%,15.60%,5 days 05:16:00.000000000,35.09%,108.39312626554955,2735,1.6375204074775118,2.1757853700000034,53%,15,-15.59%,5 days 03:00:00.000000000,96,120,45
275,-8.47%,1.70%,11.88%,3 days 11:30:00.000000000,21.38%,93.12392455615351,2017,2.2802113432265165,2.145004100000004,50%,22,-22.26%,3 days 11:00:00.000000000,45,26,60
348,-8.96%,3.19%,11.29%,5 days 04:12:00.000000000,33.71%,101.00713203895324,2735,2.3537834158517343,2.1363060200000032,60%,15,-21.12%,2 days 18:00:00.000000000,60,45,96
36,-3.83%,0.90%,7.79%,1 days 10:24:27.000000000,25.02%,71.74643822508338,2106,2.2998297084417816,2.130980189999994,41%,54,-17.40%,2 days 03:00:00.000000000,60,60,5
238,-7.69%,3.56%,16.42%,5 days 05:40:00.000000000,28.64%,99.13601590541184,2735,2.2812793416417936,2.130378199999994,47%,15,-15.37%,3 days 22:00:00.000000000,120,96,45
118,-9.12%,3.00%,9.52%,4 days 01:39:00.000000000,25.43%,115.86343822304248,2735,-0.4620177308123681,2.0805520700000026,65%,20,-25.64%,3 days 23:00:00.000000000,120,120,12
109,-6.66%,1.78%,7.06%,2 days 22:11:32.000000000,22.99%,89.89128302080367,2735,2.2535375104183033,2.0705006900000047,62%,26,-16.58%,4 days 04:00:00.000000000,96,96,12
124,-5.73%,1.37%,9.43%,2 days 10:22:30.000000000,38.68%,74.97039111696637,2509,2.168208458394496,2.068849789999997,47%,32,-12.93%,1 days 10:00:00.000000000,60,252,12
303,-9.34%,3.56%,16.45%,5 days 16:00:00.000000000,47.24%,80.34733848598393,2484,2.168098058552994,2.065351329999999,50%,14,-15.23%,4 days 01:00:00.000000000,252,96,60
352,-9.49%,2.06%,9.48%,3 days 07:26:05.000000000,34.50%,98.85454767193,2276,2.2145643929367864,2.0250630900000024,61%,23,-28.78%,2 days 14:00:00.000000000,5,60,96
117,-7.05%,2.24%,11.53%,3 days 11:54:33.000000000,25.65%,104.59030547376696,2509,2.350206298383279,2.0179322100000037,50%,22,-28.53%,3 days 21:00:00.000000000,96,120,12
278,-13.49%,2.60%,9.92%,4 days 16:07:30.000000000,28.48%,102.1098956684301,2276,2.2541821397747555,1.9346464600000006,69%,16,-23.29%,3 days 07:00:00.000000000,120,26,60
225,-6.72%,1.17%,8.50%,2 days 20:57:47.000000000,22.10%,90.36178225662525,2276,2.1628541830298627,1.9299700800000004,52%,27,-27.68%,3 days 20:00:00.000000000,12,60,45
135,-5.12%,1.46%,8.41%,1 days 23:47:02.000000000,33.71%,93.55270808030777,2509,2.177751371356032,1.925527200000002,49%,37,-15.23%,0 days 20:00:00.000000000,252,5,26
39,-3.97%,1.29%,6.81%,1 days 19:57:04.000000000,40.07%,85.16333555103573,2735,2.2318024996360766,1.8769505499999934,49%,41,-12.22%,2 days 04:00:00.000000000,252,60,5
169,-5.47%,1.41%,9.51%,2 days 01:22:42.000000000,26.91%,89.01911973447953,2276,2.1710486124542188,1.8478124200000043,46%,37,-22.35%,0 days 19:00:00.000000000,12,96,26
236,-12.38%,2.79%,10.37%,5 days 03:32:00.000000000,21.86%,108.61627017165043,2276,-1.2561095346179254,1.801510970000002,67%,15,-24.61%,3 days 19:00:00.000000000,60,96,45
10,-4.03%,0.45%,5.09%,0 days 16:49:28.000000000,23.67%,151.59961037958914,2484,0.03211513104598813,1.7709070100000037,49%,114,-13.68%,0 days 12:00:00.000000000,26,12,5
137,-4.93%,0.87%,7.22%,1 days 04:21:30.000000000,28.58%,97.45436599536586,2513,2.098102427375691,1.7601755400000059,48%,67,-15.38%,0 days 17:00:00.000000000,12,12,26
23,-3.66%,0.77%,6.03%,1 days 06:09:09.000000000,25.55%,75.92242487882854,2276,2.087148443811533,1.7310464299999992,46%,59,-9.66%,0 days 23:00:00.000000000,252,26,5
209,-5.81%,1.16%,9.35%,2 days 03:11:21.000000000,26.17%,76.57496896049733,1686,2.1543183238720154,1.7176150900000056,46%,37,-29.26%,4 days 07:00:00.000000000,12,26,45
86,-4.65%,1.11%,8.80%,1 days 19:37:09.000000000,33.58%,80.30316136490056,2276,2.104463477706564,1.702277520000003,43%,42,-13.81%,0 days 19:00:00.000000000,120,26,12
444,-18.00%,0.50%,15.30%,8 days 07:06:40.000000000,32.74%,106.39507096338292,2017,2.3026211256005924,1.69910652,56%,9,-24.11%,4 days 12:00:00.000000000,60,252,120
302,-9.30%,3.80%,18.78%,5 days 05:44:00.000000000,40.58%,98.08237756230803,2509,2.1406316884627823,1.6946905399999999,47%,15,-18.51%,4 days 01:00:00.000000000,120,96,60
346,-9.42%,2.10%,12.34%,4 days 11:38:49.000000000,31.44%,100.23458453188287,2276,2.125057088521854,1.6859122799999975,53%,17,-24.90%,2 days 05:00:00.000000000,26,45,96
100,-5.62%,1.12%,9.12%,2 days 06:13:43.000000000,24.13%,71.4843302303044,2276,2.050843385873379,1.6302875299999955,46%,35,-22.95%,4 days 04:00:00.000000000,60,60,12
93,-5.15%,1.11%,9.15%,2 days 08:54:22.000000000,18.21%,67.54044848536684,2276,2.0516134435025632,1.6106778799999995,44%,32,-22.06%,3 days 19:00:00.000000000,96,45,12
185,-5.27%,1.06%,9.92%,2 days 04:55:00.000000000,43.12%,76.21598413362048,2509,2.0245894477537685,1.5817167400000058,42%,36,-11.42%,2 days 12:00:00.000000000,12,252,26
200,-3.91%,0.66%,6.66%,1 days 01:51:05.000000000,35.55%,80.98660135972075,2017,1.9950590584489445,1.5493018300000032,43%,74,-12.34%,0 days 11:00:00.000000000,5,12,45
308,-9.34%,3.80%,15.29%,5 days 03:20:00.000000000,50.97%,111.7774952620278,2735,0.1273871063954474,1.5472434900000018,53%,15,-15.71%,4 days 08:00:00.000000000,60,120,60
37,-4.83%,0.88%,7.16%,1 days 19:38:34.000000000,22.34%,74.17192317542656,2276,1.9895996266362155,1.53686414,48%,42,-21.86%,3 days 17:00:00.000000000,96,60,5
311,-10.66%,2.98%,13.21%,5 days 17:47:09.000000000,45.51%,74.89060630829427,2644,1.9807678834496323,1.5048363699999951,57%,14,-19.25%,3 days 19:00:00.000000000,252,120,60
31,-3.40%,1.04%,6.58%,1 days 17:10:40.000000000,21.28%,92.30432145085649,2735,2.0171201495049713,1.4408185699999927,44%,45,-11.93%,1 days 04:00:00.000000000,252,45,5
381,-17.28%,2.62%,22.53%,9 days 00:15:00.000000000,41.09%,78.237287332264,2017,1.9154165069371103,1.4246812900000054,50%,8,-26.15%,11 days 00:00:00.000000000,96,252,96
291,-10.14%,2.46%,12.54%,4 days 05:50:00.000000000,20.82%,110.71064812084586,2017,-1.0622285421540967,1.3956142299999983,56%,18,-28.54%,3 days 19:00:00.000000000,45,60,60
493,-13.34%,4.28%,17.50%,8 days 02:00:00.000000000,35.19%,143.1940090898931,2017,-0.6714562686244891,1.3529658600000047,57%,7,-22.53%,9 days 04:00:00.000000000,96,96,252
510,-23.96%,10.42%,33.34%,12 days 13:00:00.000000000,63.76%,143.1940090898931,2735,-0.6105947020242137,1.298282949999999,60%,5,-26.71%,9 days 14:00:00.000000000,120,252,252
161,-6.50%,1.31%,8.72%,2 days 02:06:29.000000000,29.78%,83.33591959681787,2735,1.9833184629487746,1.2612613899999903,51%,37,-19.86%,3 days 23:00:00.000000000,12,60,26
447,-11.41%,6.43%,30.21%,9 days 21:25:43.000000000,44.79%,107.73288701452822,2509,1.760640132677823,1.2597640500000016,43%,7,-22.54%,10 days 00:00:00.000000000,252,252,120
228,-8.62%,2.12%,11.07%,3 days 10:10:55.000000000,24.25%,120.55566316998478,2039,0.7612559354617159,1.2211540799999958,55%,22,-17.83%,1 days 08:00:00.000000000,60,60,45
508,-18.58%,8.07%,28.06%,8 days 23:51:26.000000000,74.28%,143.1940090898931,2735,-1.3004833418415365,1.2183465599999996,57%,7,-34.81%,10 days 04:00:00.000000000,60,252,252
498,-10.45%,3.15%,16.75%,5 days 22:06:00.000000000,33.60%,143.1940090898931,2017,-1.204779284300483,1.2075545699999957,50%,10,-22.95%,9 days 07:00:00.000000000,26,120,252
353,-8.55%,2.00%,11.49%,4 days 00:50:32.000000000,33.08%,112.87173849919203,2276,-0.4728892855891601,1.180474119999999,53%,19,-18.90%,2 days 19:00:00.000000000,12,60,96
191,-13.63%,2.02%,15.07%,7 days 01:38:11.000000000,35.28%,78.94423121277102,2017,1.7736995022354713,1.170790259999995,55%,11,-23.89%,4 days 21:00:00.000000000,252,252,26
408,-6.27%,1.79%,9.28%,2 days 21:55:33.000000000,48.01%,114.14510312687716,2509,2.025583379805305,1.16174828000001,52%,27,-17.01%,5 days 02:00:00.000000000,5,45,120
12,-3.94%,0.57%,5.18%,0 days 18:29:42.000000000,24.80%,100.45552865597509,2510,2.602359347777988,1.123611330000005,49%,99,-12.58%,0 days 10:00:00.000000000,60,12,5
406,-10.83%,3.13%,15.10%,6 days 04:46:09.000000000,31.63%,105.08728822888473,2735,1.6088615139103812,1.094470879999999,54%,13,-13.12%,4 days 20:00:00.000000000,120,26,120
