,Average Loss,Average Trade,Average Win,Avg Days in Trade,Best Trade,Max Drawdown,Max Drawdown Duration,Sharpe Ratio,Total Returns,Trade Winning,Trades,Worst Trade,Worst Trade Date,m,n,window
398,-8.97%,1.22%,12.86%,5 days 07:36:00.000000000,44.50%,130.63759059657855,2735,-0.45050317054069194,-1.759372030000001,47%,15,-15.10%,5 days 09:00:00.000000000,120,12,120
504,-17.13%,3.88%,21.39%,5 days 20:43:38.000000000,82.60%,143.1940090898931,2735,-2.9924767446512535,-1.7659112200000022,55%,11,-34.33%,10 days 01:00:00.000000000,5,252,252
468,-11.27%,-0.38%,10.52%,4 days 07:41:15.000000000,27.94%,116.29351233875975,2735,0.6755932766343399,-1.7841608300000056,50%,16,-19.67%,5 days 00:00:00.000000000,60,26,252
343,-8.03%,0.79%,20.63%,5 days 23:13:51.000000000,35.78%,121.62821818903844,2735,-2.431765027731181,-1.7987815599999983,31%,13,-15.64%,3 days 23:00:00.000000000,252,26,96
385,-3.89%,0.45%,5.91%,1 days 01:12:00.000000000,31.39%,136.2223418684698,2509,0.8409085199211883,-1.803102849999998,44%,70,-21.40%,3 days 09:00:00.000000000,12,5,120
469,-8.83%,-0.08%,9.91%,4 days 12:28:00.000000000,32.95%,140.29648091281936,2735,0.35299219628753425,-1.8090503899999977,47%,15,-17.61%,5 days 17:00:00.000000000,96,26,252
397,-9.11%,1.18%,12.93%,5 days 05:08:00.000000000,42.32%,133.64018372999325,2735,-1.0750166526303695,-1.8192836599999933,47%,15,-17.39%,5 days 08:00:00.000000000,96,12,120
351,-8.29%,0.91%,19.30%,6 days 13:40:00.000000000,39.39%,120.21258751769398,2735,0.957517762393211,-1.8489071799999999,33%,12,-19.93%,4 days 00:00:00.000000000,252,45,96
424,-9.08%,1.41%,15.39%,5 days 16:51:26.000000000,46.03%,142.99512931092505,2735,1.6254328543818206,-1.8777180200000094,43%,14,-16.56%,5 days 16:00:00.000000000,5,96,120
34,-4.03%,0.17%,4.96%,0 days 21:18:00.000000000,21.49%,113.23965070608327,2106,1.9050396470929878,-1.9125158900000074,47%,90,-14.29%,0 days 07:00:00.000000000,26,60,5
145,-6.22%,0.33%,8.31%,1 days 13:10:35.000000000,29.40%,108.42464407170142,2509,-0.21278095604550842,-1.9741876700000023,45%,51,-24.70%,1 days 03:00:00.000000000,12,26,26
41,-3.33%,0.33%,5.07%,0 days 14:20:37.000000000,24.03%,136.82999289186185,2509,-0.026934922394945545,-1.9967790299999935,44%,131,-19.47%,0 days 18:00:00.000000000,12,96,5
356,-11.67%,1.71%,13.41%,5 days 06:00:00.000000000,56.40%,128.91769717587835,2735,-0.8194216277235649,-2.0365435399999967,53%,15,-21.66%,3 days 17:00:00.000000000,60,60,96
489,-8.38%,0.91%,13.30%,4 days 04:51:26.000000000,33.25%,139.0893748693193,2735,-0.28100034734825813,-2.040537560000005,43%,14,-18.82%,5 days 08:00:00.000000000,12,96,252
57,-3.21%,0.14%,4.18%,0 days 14:33:42.000000000,19.12%,122.74049918811308,2436,1.8682656653862173,-2.042032049999995,45%,130,-11.42%,0 days 08:00:00.000000000,12,252,5
363,-11.39%,0.88%,17.23%,5 days 15:25:43.000000000,39.43%,112.44885532062843,2509,1.3972548414067452,-2.046597170000002,43%,14,-20.11%,2 days 23:00:00.000000000,45,96,96
482,-10.95%,0.43%,10.39%,4 days 14:48:00.000000000,35.03%,128.2592982998474,2735,0.3259474567141367,-2.054767699999993,53%,15,-20.11%,1 days 04:00:00.000000000,26,60,252
462,-10.56%,0.95%,10.81%,4 days 16:04:37.000000000,32.04%,121.62807246684244,2735,1.0293526152286026,-2.081023789999997,54%,13,-17.36%,5 days 03:00:00.000000000,120,12,252
502,-18.10%,1.94%,21.99%,9 days 14:00:00.000000000,39.60%,152.03305104078837,2017,0.40345788229103746,-2.088890329999996,50%,6,-27.27%,10 days 23:00:00.000000000,120,120,252
439,-18.83%,-1.80%,15.22%,9 days 16:22:30.000000000,23.75%,117.54434723116461,2017,0.8153752844435462,-2.1230822199999997,50%,8,-24.94%,11 days 16:00:00.000000000,252,120,120
492,-9.59%,0.89%,16.61%,5 days 22:12:00.000000000,34.09%,158.8188660051842,2735,-0.4725980465577092,-2.1528136800000057,40%,10,-20.73%,9 days 10:00:00.000000000,60,96,252
91,-5.36%,0.45%,8.53%,1 days 19:53:01.000000000,28.99%,111.11239381533761,2509,1.0657480750059074,-2.161216260000006,42%,43,-24.51%,1 days 07:00:00.000000000,45,45,12
295,-8.92%,1.57%,20.45%,5 days 14:08:34.000000000,33.90%,130.10353265202917,2735,-1.463904312942197,-2.195214270000005,36%,14,-30.90%,1 days 23:00:00.000000000,252,60,60
140,-6.19%,0.66%,8.95%,1 days 20:40:00.000000000,33.92%,113.45014033920242,2509,-2.23059991621958,-2.2523433900000027,45%,42,-21.93%,1 days 06:00:00.000000000,60,12,26
466,-8.47%,-0.10%,8.26%,3 days 03:40:55.000000000,27.23%,125.96852885033103,2735,-1.2990485953766235,-2.259904159999996,50%,22,-20.51%,1 days 10:00:00.000000000,26,26,252
167,-8.47%,0.90%,12.61%,4 days 08:06:40.000000000,38.26%,154.83092129698767,2735,-2.3892826736798,-2.2673654299999972,44%,18,-19.98%,2 days 17:00:00.000000000,252,60,26
287,-10.76%,2.12%,19.28%,5 days 13:04:17.000000000,41.77%,150.09830358115502,2735,-2.290773324154702,-2.268031160000004,43%,14,-20.57%,2 days 02:00:00.000000000,252,45,60
20,-4.73%,0.20%,7.13%,1 days 04:37:51.000000000,27.37%,114.78731214626589,2509,0.8961345426865562,-2.2846382099999953,42%,65,-14.79%,0 days 11:00:00.000000000,60,26,5
478,-7.80%,0.92%,18.35%,5 days 00:25:00.000000000,33.32%,143.1940090898931,2735,1.1488313010817732,-2.295308280000001,33%,12,-17.52%,5 days 15:00:00.000000000,120,45,252
494,-14.30%,1.49%,33.07%,9 days 08:30:00.000000000,44.03%,148.6980449946735,2017,-0.09406580243865975,-2.3075907100000035,33%,6,-27.14%,9 days 02:00:00.000000000,120,96,252
148,-6.99%,0.17%,7.73%,2 days 02:12:58.000000000,27.07%,114.65610596835543,2509,0.21486583761401978,-2.3247501200000125,49%,37,-20.26%,4 days 04:00:00.000000000,60,26,26
477,-9.17%,0.52%,13.43%,4 days 08:30:00.000000000,28.40%,141.89258849455092,2735,-0.8404657963643094,-2.3481773499999963,43%,14,-22.98%,5 days 03:00:00.000000000,96,45,252
435,-15.80%,0.34%,11.88%,6 days 17:45:00.000000000,27.47%,124.46593861629975,2644,0.39734207763215224,-2.3599740700000034,58%,12,-21.24%,4 days 23:00:00.000000000,45,120,120
414,-12.14%,0.99%,14.11%,6 days 17:40:00.000000000,26.98%,131.9107732938274,2735,1.561657821455475,-2.387299709999998,50%,12,-18.23%,4 days 18:00:00.000000000,120,45,120
87,-5.45%,0.33%,6.97%,1 days 17:23:43.000000000,34.81%,113.4008182534332,2509,0.35597912814771165,-2.393818249999997,47%,43,-19.77%,0 days 21:00:00.000000000,252,26,12
407,-12.35%,-0.05%,14.72%,7 days 07:05:27.000000000,33.90%,126.29843559268711,2735,2.1990340214055415,-2.4381735699999996,45%,11,-22.38%,13 days 15:00:00.000000000,252,26,120
115,-6.64%,0.36%,10.16%,2 days 03:40:00.000000000,25.01%,125.07543151556766,2735,2.296943532461432,-2.5643762100000016,42%,36,-26.43%,2 days 06:00:00.000000000,45,120,12
154,-7.70%,0.25%,7.80%,1 days 23:58:28.000000000,33.20%,116.49216251101102,2509,-2.4697322787487215,-2.578682990000015,51%,39,-26.83%,4 days 09:00:00.000000000,26,45,26
405,-7.93%,0.32%,13.52%,6 days 02:36:55.000000000,39.97%,139.4649937630951,2735,-0.3747723977714908,-2.5864303699999986,38%,13,-14.26%,1 days 21:00:00.000000000,96,26,120
144,-5.53%,0.29%,7.92%,1 days 07:46:00.000000000,26.40%,117.22907087067202,2509,-1.2245346196671845,-2.611276469999994,43%,60,-18.10%,1 days 02:00:00.000000000,5,26,26
506,-23.65%,3.66%,20.05%,8 days 00:07:30.000000000,71.83%,149.03718203526887,2735,-0.9123529943050337,-2.62005598,62%,8,-39.27%,9 days 12:00:00.000000000,26,252,252
463,-21.50%,1.96%,19.55%,7 days 13:25:43.000000000,38.41%,151.00908218759983,2735,-1.8908658634252762,-2.6566610299999964,57%,7,-26.85%,10 days 17:00:00.000000000,252,12,252
374,-14.37%,0.41%,10.97%,7 days 00:50:00.000000000,25.81%,134.37318391487443,2644,1.8653838633695603,-2.69650282,58%,12,-22.12%,4 days 00:00:00.000000000,120,120,96
419,-7.04%,0.23%,14.77%,5 days 10:20:00.000000000,45.97%,132.87889108474835,2735,-1.5912534852495983,-2.6975591000000003,33%,15,-22.51%,2 days 22:00:00.000000000,45,60,120
421,-11.01%,0.59%,12.19%,6 days 19:05:00.000000000,22.21%,134.99023218128107,2735,-0.7142486777591764,-2.7311789499999954,50%,12,-18.87%,4 days 17:00:00.000000000,96,60,120
404,-9.05%,-0.13%,11.34%,4 days 22:45:00.000000000,39.86%,134.43404517889698,2735,1.1190448766257708,-2.7503317799999936,44%,16,-14.59%,5 days 09:00:00.000000000,60,26,120
501,-17.50%,0.99%,19.48%,9 days 11:00:00.000000000,38.02%,158.79764495047482,2017,-1.4280729687583438,-2.7795234699999996,50%,6,-23.25%,11 days 00:00:00.000000000,96,120,252
386,-5.97%,0.70%,9.60%,1 days 18:47:09.000000000,46.30%,136.98631405575836,2509,1.7470975554929682,-2.801458480000008,43%,42,-24.91%,3 days 11:00:00.000000000,26,5,120
263,-8.56%,0.89%,10.34%,4 days 06:20:00.000000000,35.68%,170.86190809562,2735,1.2281267989850404,-2.8535784500000023,50%,18,-22.65%,3 days 22:00:00.000000000,252,5,60
456,-4.71%,0.17%,4.27%,1 days 00:06:00.000000000,19.64%,145.71907555975997,2735,-1.2505237350539722,-2.8995084100000152,54%,70,-20.56%,3 days 16:00:00.000000000,5,12,252
449,-4.67%,0.14%,4.83%,0 days 23:30:25.000000000,20.27%,161.56717959600866,2511,-1.35468518829531,-2.9323490300000143,51%,73,-20.56%,3 days 16:00:00.000000000,12,5,252
476,-10.58%,-0.08%,11.92%,4 days 13:36:00.000000000,30.69%,151.24570599600102,2735,0.25685641536130827,-3.0016121300000056,47%,15,-23.04%,1 days 05:00:00.000000000,60,45,252
431,-14.95%,-1.41%,15.52%,8 days 18:26:40.000000000,27.13%,134.58942012654364,2017,0.9549444880874625,-3.0102237600000006,44%,9,-28.24%,12 days 03:00:00.000000000,252,96,120
390,-7.85%,0.35%,12.08%,4 days 15:56:28.000000000,43.99%,144.75739368794578,2735,-1.5566567031739111,-3.060143589999997,41%,17,-18.92%,5 days 09:00:00.000000000,120,5,120
111,-8.54%,1.33%,10.38%,3 days 11:39:08.000000000,55.15%,148.9535483983305,2735,-1.2955214776287882,-3.093533599999996,52%,23,-19.37%,1 days 08:00:00.000000000,252,96,12
445,-15.44%,-3.05%,12.44%,8 days 06:20:00.000000000,20.17%,134.17024182011193,2017,0.24407516771721488,-3.148060329999997,44%,9,-23.98%,9 days 21:00:00.000000000,96,252,120
349,-11.88%,0.38%,11.10%,5 days 05:20:00.000000000,34.47%,140.67273110321796,2735,1.3437914975106284,-3.16442247,53%,15,-17.38%,3 days 04:00:00.000000000,96,45,96
15,-3.56%,0.12%,5.54%,0 days 19:04:28.000000000,20.50%,136.50815427081153,2509,0.8103585049357264,-3.1954777899999907,40%,94,-12.68%,0 days 04:00:00.000000000,252,12,5
465,-5.76%,-0.22%,9.02%,2 days 04:18:45.000000000,28.75%,129.49116423219985,2509,-1.0678324781485384,-3.219082470000003,38%,32,-19.00%,4 days 17:00:00.000000000,12,26,252
371,-11.01%,0.17%,18.06%,6 days 05:50:46.000000000,34.48%,130.68231953712376,2735,-1.9443724706752794,-3.2364316200000003,38%,13,-17.11%,2 days 20:00:00.000000000,45,120,96
372,-11.68%,-0.04%,13.55%,6 days 07:09:14.000000000,30.87%,134.16242423222752,2735,-1.6654209627697039,-3.2805382099999965,46%,13,-19.70%,2 days 22:00:00.000000000,60,120,96
420,-12.36%,-0.03%,12.29%,6 days 21:05:00.000000000,30.48%,136.3804822327661,2735,-0.4555232183676749,-3.281569219999999,50%,12,-19.60%,2 days 20:00:00.000000000,60,60,120
481,-7.94%,-0.72%,10.11%,3 days 11:00:00.000000000,29.12%,139.67213345061177,2735,1.0855052043151272,-3.3161585999999965,40%,20,-19.99%,5 days 14:00:00.000000000,12,60,252
467,-8.85%,-0.93%,9.97%,3 days 15:50:32.000000000,28.41%,137.76756320921595,2735,-0.1978695300622645,-3.329251340000003,42%,19,-22.25%,4 days 22:00:00.000000000,45,26,252
412,-9.97%,-0.11%,13.04%,5 days 19:34:17.000000000,38.52%,134.49514253809295,2735,-1.4133279064641684,-3.3464355500000016,43%,14,-21.87%,3 days 08:00:00.000000000,60,45,120
417,-8.50%,0.05%,10.75%,4 days 10:10:00.000000000,39.86%,135.6978807957515,2735,0.7961727728391236,-3.36887291,44%,18,-19.44%,5 days 10:00:00.000000000,12,60,120
310,-13.36%,1.25%,20.74%,5 days 18:12:51.000000000,45.28%,132.0491587133325,2735,1.0459963514056363,-3.379518809999997,43%,14,-20.77%,4 days 06:00:00.000000000,120,120,60
153,-5.95%,0.33%,9.76%,1 days 23:12:00.000000000,30.70%,125.34016624795983,2735,1.4717728424088743,-3.4411199400000063,40%,40,-24.55%,4 days 10:00:00.000000000,12,45,26
176,-6.56%,0.01%,7.47%,1 days 14:39:34.000000000,27.35%,124.89598424214539,2509,-1.213927939042645,-3.4769147399999945,47%,47,-27.33%,1 days 03:00:00.000000000,5,120,26
430,-15.57%,-0.98%,9.45%,6 days 20:25:00.000000000,18.64%,141.53677145743197,2484,-0.7035836035985656,-3.5048092599999974,58%,12,-23.25%,5 days 14:00:00.000000000,120,96,120
286,-14.24%,0.10%,9.66%,5 days 02:24:00.000000000,21.13%,154.80941346037767,2735,-1.4290758549632734,-3.5165783199999994,60%,15,-31.67%,3 days 11:00:00.000000000,120,45,60
455,-17.96%,1.29%,20.53%,6 days 14:30:00.000000000,40.14%,164.57237527451093,2735,0.8103302392661774,-3.5240965599999994,50%,8,-28.03%,10 days 16:00:00.000000000,252,5,252
16,-3.00%,0.04%,3.88%,0 days 10:42:34.000000000,26.06%,144.42914669014664,2484,0.8092790281544362,-3.5678124600000167,44%,179,-17.28%,0 days 13:00:00.000000000,5,26,5
152,-5.91%,0.15%,8.63%,1 days 15:26:15.000000000,26.93%,129.0292330664642,2735,1.4682242174312363,-3.578882460000011,42%,48,-25.70%,1 days 08:00:00.000000000,5,45,26
484,-11.11%,-0.91%,10.74%,4 days 13:12:00.000000000,31.14%,154.78351785586872,2735,-0.08645291225785443,-3.623093640000002,47%,15,-20.92%,5 days 01:00:00.000000000,60,60,252
418,-10.58%,0.08%,14.29%,5 days 18:12:51.000000000,41.76%,149.38667850980602,2735,0.9051215173885571,-3.6247838199999927,43%,14,-20.86%,2 days 20:00:00.000000000,26,60,120
413,-11.83%,-0.26%,11.30%,6 days 18:15:00.000000000,26.11%,149.32122813302027,2735,-1.3236808990758928,-3.65084013,50%,12,-19.34%,2 days 00:00:00.000000000,96,45,120
133,-5.45%,0.18%,8.97%,1 days 21:20:29.000000000,27.56%,133.25752761948027,2735,0.036662454218916035,-3.6652737700000033,39%,41,-15.57%,3 days 12:00:00.000000000,96,5,26
181,-12.88%,0.56%,11.02%,4 days 18:52:30.000000000,25.55%,158.14818365474122,2735,0.4420374297273952,-3.672269920000001,56%,16,-35.29%,3 days 21:00:00.000000000,96,120,26
358,-12.13%,0.17%,19.86%,6 days 05:36:55.000000000,38.65%,133.43060036231637,2509,-1.4949812236866544,-3.700325680000002,38%,13,-17.49%,5 days 08:00:00.000000000,120,60,96
293,-14.46%,-0.29%,9.16%,5 days 04:16:00.000000000,22.29%,155.89668751070283,2509,-1.519792531005124,-3.762837360000004,60%,15,-31.41%,3 days 16:00:00.000000000,96,60,60
366,-14.61%,0.14%,12.79%,6 days 09:09:14.000000000,32.04%,143.54243550129922,2735,2.2390663393162384,-3.774149229999996,54%,13,-25.02%,3 days 03:00:00.000000000,120,96,96
410,-8.13%,-0.31%,14.03%,4 days 16:10:35.000000000,43.54%,147.8129127924554,2735,0.6500398920751539,-3.795218669999996,35%,17,-17.39%,5 days 08:00:00.000000000,26,45,120
360,-11.85%,0.93%,13.71%,4 days 20:11:15.000000000,60.62%,160.1911513878784,2735,1.6806643620889532,-3.833811129999997,50%,16,-18.12%,4 days 02:00:00.000000000,5,96,96
429,-12.73%,-0.71%,11.31%,6 days 19:55:00.000000000,24.13%,166.58756097698642,2644,-2.604163685564268,-3.848300480000002,50%,12,-20.66%,4 days 01:00:00.000000000,96,96,120
464,-5.05%,-0.11%,7.91%,1 days 16:01:26.000000000,25.40%,142.010025718191,2735,-1.5494121151699642,-4.066354640000003,38%,42,-13.20%,3 days 04:00:00.000000000,5,26,252
193,-4.24%,0.08%,5.50%,1 days 00:01:31.000000000,35.47%,134.298126121728,2509,1.4694203991613226,-4.082287700000002,44%,79,-17.18%,0 days 10:00:00.000000000,12,5,45
357,-11.12%,-0.80%,17.78%,5 days 16:42:51.000000000,28.73%,139.02347495915132,2735,1.7218593305302456,-4.282086009999998,36%,14,-23.42%,10 days 12:00:00.000000000,96,60,96
139,-6.38%,0.11%,9.65%,1 days 21:25:43.000000000,30.50%,131.15544753558694,2509,2.3776826841569356,-4.347765119999991,40%,42,-21.54%,1 days 05:00:00.000000000,45,12,26
17,-3.43%,-0.09%,4.34%,0 days 14:10:13.000000000,20.95%,148.92241455374517,2509,-2.028711144741495,-4.521877680000008,43%,135,-14.29%,0 days 07:00:00.000000000,12,26,5
362,-11.90%,-0.07%,13.45%,5 days 04:40:00.000000000,51.51%,160.5140165099341,2735,1.3117084497135838,-4.708089949999996,47%,15,-20.77%,4 days 06:00:00.000000000,26,96,96
350,-11.96%,-0.84%,16.95%,6 days 04:04:37.000000000,37.72%,143.74393901156876,2735,-0.7668707717146859,-4.725434029999998,38%,13,-21.60%,10 days 10:00:00.000000000,120,45,96
223,-11.42%,0.49%,11.08%,4 days 10:10:35.000000000,38.77%,202.78585904516692,2735,-1.7439657394548536,-4.76276321,53%,17,-21.37%,3 days 17:00:00.000000000,252,45,45
365,-11.84%,-1.00%,16.33%,6 days 08:00:00.000000000,27.47%,150.9999736966385,2735,1.3942782768148987,-4.822144869999999,38%,13,-20.63%,3 days 03:00:00.000000000,96,96,96
475,-13.45%,-1.64%,10.18%,4 days 08:11:15.000000000,27.23%,171.26781543457903,2735,1.5767584899811338,-5.04635648,50%,16,-28.99%,1 days 10:00:00.000000000,45,45,252
495,-19.94%,0.89%,42.56%,9 days 12:40:00.000000000,55.76%,222.6564490437408,2774,-1.098947369463764,-5.111808950000005,33%,6,-41.18%,10 days 10:00:00.000000000,252,96,252
48,-3.04%,0.07%,4.27%,0 days 10:39:13.000000000,36.11%,171.282229531031,1964,2.1203308839554014,-5.326956039999987,42%,179,-16.51%,0 days 04:00:00.000000000,5,120,5
446,-17.24%,-5.93%,12.91%,9 days 07:30:00.000000000,15.05%,190.02642727425405,2017,-0.1879223241883616,-5.369716150000001,38%,8,-24.83%,10 days 13:00:00.000000000,120,252,120
483,-10.38%,-1.60%,11.57%,4 days 14:32:00.000000000,30.05%,191.7003131616637,2735,0.784771424587662,-5.519585919999994,40%,15,-27.11%,1 days 02:00:00.000000000,45,60,252
487,-17.28%,-1.07%,31.34%,9 days 02:10:00.000000000,43.86%,213.70567424122297,2735,-1.4868650830185346,-5.523006869999999,33%,6,-34.62%,10 days 15:00:00.000000000,252,60,252
471,-19.08%,-1.82%,32.70%,8 days 20:40:00.000000000,37.77%,230.78852360019494,2735,-1.7323016742595576,-5.654364620000001,33%,6,-35.90%,10 days 19:00:00.000000000,252,26,252
26,-5.07%,-0.03%,5.40%,0 days 23:20:00.000000000,23.08%,156.2068783892125,2509,-1.2978049920984258,-5.843169520000001,48%,81,-15.56%,2 days 04:00:00.000000000,26,45,5
364,-12.27%,-1.15%,18.86%,5 days 17:04:17.000000000,47.35%,160.0606697982825,2735,-0.07340202248849277,-5.865581470000006,36%,14,-20.62%,5 days 12:00:00.000000000,60,96,96
147,-6.85%,-0.27%,9.01%,1 days 22:04:23.000000000,33.19%,148.76636037494748,2509,1.2612594073314116,-5.899429070000001,41%,41,-26.32%,4 days 12:00:00.000000000,45,26,26
146,-6.48%,-0.46%,8.56%,1 days 18:28:00.000000000,28.96%,154.25026148565343,2509,-0.8417058195177285,-6.336116330000008,40%,45,-21.03%,1 days 04:00:00.000000000,26,26,26
436,-15.01%,-2.16%,10.69%,6 days 18:15:00.000000000,20.69%,208.16208757048327,2644,-0.10862925278652878,-6.337957360000002,50%,12,-24.70%,3 days 22:00:00.000000000,60,120,120
437,-18.51%,-2.36%,9.17%,6 days 19:15:00.000000000,18.64%,191.53400939686668,2644,1.0720603772088981,-6.677363259999992,58%,12,-24.34%,3 days 19:00:00.000000000,96,120,120
3,-3.02%,-0.11%,4.48%,0 days 11:11:18.000000000,24.78%,187.94381929229655,2522,-1.7137763306005898,-6.682458069999974,39%,170,-10.78%,0 days 13:00:00.000000000,45,5,5
27,-6.01%,-0.30%,7.31%,1 days 10:37:30.000000000,27.01%,160.2018935333009,2509,1.5673591243355154,-6.710696850000005,43%,56,-17.33%,1 days 21:00:00.000000000,45,45,5
33,-3.52%,-0.18%,3.93%,0 days 13:05:02.000000000,16.00%,182.00886586485677,2276,2.741392107575178,-6.980545479999997,45%,143,-12.17%,0 days 07:00:00.000000000,12,60,5
479,-20.84%,-3.30%,31.78%,8 days 23:40:00.000000000,44.47%,222.3058400777903,2735,0.1739298444889569,-7.010814649999999,33%,6,-34.36%,10 days 17:00:00.000000000,252,45,252
438,-15.51%,-2.58%,10.36%,6 days 19:25:00.000000000,15.16%,196.28384639588464,2644,-1.67890110215842,-7.11752038,50%,12,-28.47%,3 days 15:00:00.000000000,120,120,120
192,-3.38%,-0.16%,3.61%,0 days 12:18:33.000000000,32.53%,197.19168909970787,2438,1.1052623803653616,-7.7866389899999975,46%,152,-15.49%,0 days 08:00:00.000000000,5,5,45
128,-3.03%,-0.01%,4.62%,0 days 11:50:27.000000000,36.85%,154.38687383873147,2522,-1.5626398761786366,-8.16046037000002,39%,157,-14.71%,0 days 14:00:00.000000000,5,5,26
4,-2.95%,-0.20%,4.16%,0 days 10:34:05.000000000,19.24%,217.23909896148564,2522,3.0834271497079886,-8.442125819999976,39%,176,-9.85%,0 days 13:00:00.000000000,60,5,5
24,-2.93%,-0.12%,3.40%,0 days 09:34:38.000000000,17.24%,216.64887939508003,2522,2.8157201143302646,-8.588841869999996,44%,194,-11.97%,0 days 05:00:00.000000000,5,45,5
64,-3.35%,-0.04%,3.35%,0 days 10:23:44.000000000,30.41%,430.971759205418,2742,1.33939161949003,-8.857935209999997,49%,182,-16.55%,0 days 10:00:00.000000000,5,5,12
9,-3.77%,-0.24%,3.82%,0 days 12:18:26.000000000,15.04%,309.82676590582565,2522,-1.3710737524843317,-8.935765919999998,46%,153,-13.60%,0 days 10:00:00.000000000,12,12,5
25,-4.08%,-0.22%,4.53%,0 days 13:31:46.000000000,26.74%,180.34428467137172,2522,0.08710247488368293,-9.20688926,45%,136,-16.97%,0 days 15:00:00.000000000,12,45,5
256,-3.73%,-0.19%,3.84%,0 days 13:00:52.000000000,23.69%,231.0563321753846,2735,-1.6920379496290316,-9.417045630000006,47%,139,-16.01%,0 days 06:00:00.000000000,5,5,60
32,-2.98%,-0.26%,3.56%,0 days 09:56:28.000000000,12.60%,234.70939888547497,2484,-1.7374257340351562,-9.723502329999972,42%,187,-11.13%,0 days 07:00:00.000000000,5,60,5
6,-3.04%,-0.34%,3.51%,0 days 10:40:27.000000000,17.55%,258.209768931154,2039,2.0653984449470197,-10.342962979999994,41%,175,-12.52%,0 days 04:00:00.000000000,120,5,5
7,-2.85%,-0.33%,4.05%,0 days 11:02:52.000000000,18.68%,370.0555118823091,2522,1.1402053653326614,-12.366836089999987,37%,167,-11.82%,0 days 04:00:00.000000000,252,5,5
2,-3.19%,-0.39%,3.57%,0 days 10:20:59.000000000,14.77%,402.92528039078866,2017,2.1361877271641827,-12.745393450000007,42%,183,-21.11%,0 days 22:00:00.000000000,26,5,5
5,-3.15%,-0.52%,4.19%,0 days 10:45:47.000000000,19.26%,490.90660391080274,2735,0.31742547474645594,-14.553777789999982,36%,173,-10.63%,0 days 14:00:00.000000000,96,5,5
0,-2.99%,-0.31%,3.02%,0 days 07:35:31.000000000,13.53%,386.0713135007083,2738,-1.4318697176200639,-16.81398953,44%,245,-15.42%,0 days 05:00:00.000000000,5,5,5
1,-3.63%,-0.51%,3.00%,0 days 08:56:15.000000000,12.29%,676.9063284115481,2522,-0.33140015116324223,-17.886508949999968,47%,208,-17.85%,0 days 08:00:00.000000000,12,5,5
8,-3.56%,-0.87%,3.19%,0 days 10:23:17.000000000,11.26%,953.0737665383958,2750,2.235641060818614,-23.68899880999997,40%,183,-24.47%,1 days 03:00:00.000000000,5,12,5
